game_date,game_pk,game_time,venue,away_team,home_team,pitcher,pitcher_name,team,opp_team,is_home,day_night,pred_k,adj_k,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,has_line,book_line,book_side,best_book,best_odds,book_implied,model_prob_book_line,edge_book,pp_line,pp_side,model_prob_pp_line,edge_pp,rest_days,prev_pitches,n_prior_starts,opp_k_pct_15,opp_ops_15,opp_chase_pct_15,n_prior_team_games,park_k_factor,temp_f,wind_speed,wind_favor,is_dome,p_k_per9_10,p_bb_per9_10,p_hr_per9_10,p_whip_10,p_fip_10,p_k_pct_10,p_swstr_pct_10,p_called_strike_pct_10,p_chase_pct_10,p_fp_strike_pct_10,p_fastball_velo_10,p_fastball_pct_10,p_slider_pct_10,p_curveball_pct_10,p_changeup_pct_10,p_other_pct_10,p_avg_pitches_10,p_avg_ip_10
2026-06-15,823938,2026-06-16T02:10:00Z,UNIQLO Field at Dodger Stadium,TB,LAD,641778,Eric Lauer,LAD,TB,1,night,4.395555815470825,3.9332497140803833,0.4531675185997573,0.3014049656422687,0.1902248369384377,0.1204107710400205,0.0820518181198391,1,3.5,over,novig,149.0,0.40160642570281124,0.5480433729068023,0.1464,,,,,6,89,82.0,0.2038664323374341,0.6950508356998851,0.2920962199312715,962.0,103.6,81.3,10.4,5.511160348025332,0.0,5.978571428571428,3.471428571428571,2.5071428571428567,1.4785714285714284,6.55,0.1490384615384615,0.1525,0.146583850931677,0.2764423076923077,0.6220095693779905,90.7225201072386,0.4633540372670807,0.0757763975155279,0.132919254658385,0.1416149068322981,0.186335403726708,80.5,4.666666666666667
2026-06-15,825071,2026-06-16T01:40:00Z,Chase Field,LAA,AZ,700712,Walbert Ureña,LAA,AZ,0,night,5.527459203825558,5.029078043047326,0.6320701454758483,0.4782036856234852,0.3364552556783188,0.2245254465742854,0.1471895148849696,1,4.5,over,novig,131.0,0.4329004329004329,0.5581346367551175,0.1252,4.0,over,0.5581346367551175,0.0148,6,107,10.0,0.2043010752688172,0.5930444614655141,0.296663660955816,980.0,91.9,106.8,0.0,0.0,1.0,8.506849315068493,4.623287671232877,0.7397260273972603,1.2123287671232876,3.9424657534246577,0.2266009852216748,0.2681564245810056,0.1501877346683354,0.3246187363834422,0.5123152709359606,97.51536585365852,0.5131414267834794,0.1326658322903629,0.0,0.3516896120150187,0.0012515644555694,88.66666666666667,5.407407407407407
2026-06-15,823452,2026-06-15T22:40:00Z,Citizens Bank Park,MIA,PHI,687473,Ryan Gusto,MIA,PHI,0,night,5.23799782982774,4.729095708253235,0.590206880175073,0.4331509712789016,0.2960412196189401,0.1934439936699259,0.1262684878115158,1,3.5,over,novig,-130.0,0.5652173913043478,0.6753843520480086,0.1102,4.0,over,0.5096839695381485,-0.0337,5,66,19.0,0.2822878228782288,0.6952344523445235,0.3330373001776199,999.0,104.8,74.8,13.4,-1.6330492016289748,0.0,7.92,2.52,1.62,1.36,4.7,0.2027649769585253,0.2167832167832167,0.1529271206690561,0.261455525606469,0.6820276497695853,93.94801762114538,0.5424133811230586,0.0884109916367981,0.1529271206690561,0.1039426523297491,0.1123058542413381,83.7,5.0
2026-06-15,823938,2026-06-16T02:10:00Z,UNIQLO Field at Dodger Stadium,TB,LAD,607259,Nick Martinez,TB,LAD,0,night,4.206589577746089,3.890921726419452,0.4203085508329667,0.2731405705918576,0.1699613552818256,0.1079566964585114,0.0753531775112795,1,3.5,over,novig,121.0,0.45248868778280543,0.5404411231413666,0.088,,,,,6,73,74.0,0.2,0.7919988307823129,0.2627795527156549,996.0,103.6,81.3,10.4,5.511160348025332,0.0,5.369318181818182,1.840909090909091,0.6136363636363636,1.2954545454545454,3.5090909090909093,0.1417004048582996,0.1560975609756097,0.1774785801713586,0.329923273657289,0.6639676113360324,92.44573863636364,0.430844553243574,0.0232558139534883,0.0746634026927784,0.2741738066095471,0.1958384332925336,81.6,5.866666666666666
2026-06-15,824993,2026-06-16T01:40:00Z,Sutter Health Park,PIT,ATH,669372,J.T. Ginn,ATH,PIT,1,night,5.642768201896056,5.364597451668511,0.6478617770832292,0.4958423041813352,0.3528738628880348,0.2376256094016803,0.1563357118895733,1,4.5,over,betrivers,-118.0,0.5412844036697247,0.6088983867737349,0.0676,4.5,over,0.6088983867737349,0.0655,6,97,34.0,0.2375215146299483,0.7927033558521448,0.2844551282051282,956.0,97.5,93.0,10.8,10.148680304487812,0.0,8.560975609756097,3.951219512195122,0.9878048780487804,1.1158536585365857,4.160975609756098,0.2363636363636363,0.2638522427440633,0.159334126040428,0.2838709677419355,0.545045045045045,94.05857843137254,0.4851367419738406,0.1712247324613555,0.0,0.1759809750297265,0.1676575505350772,84.1,5.466666666666667
2026-06-15,824181,2026-06-16T00:10:00Z,Daikin Park,DET,HOU,675512,Troy Melton,DET,HOU,0,night,4.627571302449806,4.4127996276541515,0.4927342762613948,0.3371025344881979,0.2170697041582107,0.1377182068743713,0.0918176179197314,1,4.5,over,novig,156.0,0.390625,0.4561420102109986,0.0655,4.0,over,0.4561420102109986,-0.0872,6,88,8.0,0.2421602787456446,0.7350915120405187,0.2912,984.0,101.6,82.8,0.0,0.0,1.0,6.096774193548387,2.177419354838709,0.6532258064516129,0.8951612903225806,3.414516129032258,0.1772151898734177,0.1766784452296819,0.1544117647058823,0.2839506172839506,0.6139240506329114,96.16353790613718,0.5091911764705882,0.2408088235294117,0.0790441176470588,0.0808823529411764,0.0900735294117647,77.71428571428571,5.904761904761905
2026-06-15,823046,2026-06-15T23:45:00Z,Busch Stadium,SD,STL,669160,Dustin May,STL,SD,1,night,6.1545734892184125,5.850065878975569,0.7115907991084617,0.5709362549825028,0.4266581335798819,0.2998052334286232,0.2022145463909475,1,4.5,over,fanduel,-164.0,0.6212121212121212,0.6749359156807752,0.0537,5.0,over,0.5269522716598103,-0.0164,6,101,56.0,0.2230215827338129,0.6708096681353947,0.3111111111111111,967.0,89.3,80.5,7.8,-2.280499296837346,0.0,8.039325842696629,2.426966292134831,0.4550561797752809,1.1123595505617978,2.9820224719101125,0.2217573221757322,0.2119815668202765,0.1793179317931793,0.3181818181818182,0.5809128630705395,96.8243523316062,0.4246424642464246,0.1947194719471947,0.0682068206820682,0.0638063806380638,0.2486248624862486,90.9,5.933333333333334
2026-06-15,824666,2026-06-16T00:05:00Z,Wrigley Field,COL,CHC,684007,Shota Imanaga,CHC,COL,1,night,5.46368357184827,5.7318766871887865,0.623115738531,0.468361934288636,0.3274409646352986,0.2174484522318888,0.1423279168512854,1,6.5,under,fanduel,-142.0,0.5867768595041323,0.6343535989185844,0.0476,6.0,under,0.6343535989185844,0.091,5,90,68.0,0.2222222222222222,0.8039112050739958,0.2975409836065574,961.0,101.8,74.0,11.7,8.556838308944293,0.0,8.1,2.25,2.4,1.15,5.666666666666667,0.2177419354838709,0.2929515418502202,0.1368186874304783,0.3518518518518518,0.5483870967741935,91.4262443438914,0.4916573971078977,0.1345939933259176,0.0222469410456062,0.3503893214682981,0.0,89.8,6.0
2026-06-15,824993,2026-06-16T01:40:00Z,Sutter Health Park,PIT,ATH,683003,Jared Jones,PIT,ATH,0,night,5.363629931814903,5.183811049809285,0.6087577567429675,0.4528167227617031,0.3134150565183576,0.2066009208601177,0.1349869839654334,1,4.5,over,novig,-125.0,0.5555555555555556,0.5820315548100674,0.0265,5.0,under,0.5753691036038339,0.032,5,75,25.0,0.2208904109589041,0.8207596177407499,0.2918918918918919,953.0,97.5,93.0,10.8,10.148680304487812,0.0,9.865384615384617,3.6346153846153846,1.3846153846153846,1.3653846153846154,4.292307692307692,0.2556053811659193,0.2591687041564792,0.1626016260162601,0.2913752913752914,0.6188340807174888,97.6818181818182,0.4727061556329849,0.3228803716608595,0.1289198606271777,0.0708478513356562,0.0,85.7,5.2
2026-06-15,824666,2026-06-16T00:05:00Z,Wrigley Field,COL,CHC,547179,Michael Lorenzen,COL,CHC,0,night,4.5812760287641945,4.435796508512343,0.4849254350130297,0.3299115284138013,0.2115512793424449,0.1340882833668499,0.0897283625444438,1,3.5,over,betmgm,-155.0,0.6078431372549019,0.6320805369842595,0.0242,4.0,over,0.46010139408688655,-0.0833,5,84,107.0,0.2246998284734133,0.7298176050753371,0.2780082987551867,966.0,101.8,74.0,11.7,8.556838308944293,0.0,7.328571428571427,3.471428571428571,1.5428571428571427,1.95,4.857142857142857,0.168141592920354,0.1894736842105263,0.1787383177570093,0.2459396751740139,0.6061946902654868,94.17305194805196,0.3598130841121495,0.1588785046728972,0.1401869158878504,0.197429906542056,0.1436915887850467,85.6,4.666666666666667
