game_date,game_pk,game_time,venue,away_team,home_team,pitcher,pitcher_name,team,opp_team,is_home,day_night,pred_k,adj_k,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,has_line,book_line,book_side,best_book,best_odds,book_implied,model_prob_book_line,edge_book,pp_line,pp_side,model_prob_pp_line,edge_pp,is_frozen,book_markets,rest_days,prev_pitches,n_prior_starts,opp_k_pct_15,opp_ops_15,opp_chase_pct_15,n_prior_team_games,park_k_factor,temp_f,wind_speed,wind_favor,is_dome,p_k_per9_10,p_bb_per9_10,p_hr_per9_10,p_whip_10,p_fip_10,p_k_pct_10,p_swstr_pct_10,p_called_strike_pct_10,p_chase_pct_10,p_fp_strike_pct_10,p_fastball_velo_10,p_fastball_pct_10,p_slider_pct_10,p_curveball_pct_10,p_changeup_pct_10,p_other_pct_10,p_avg_pitches_10,p_avg_ip_10
2026-06-25,823366,2026-06-25T16:35:00Z,PNC Park,SEA,PIT,696149,Bubba Chandler,PIT,SEA,1,day,4.058478270015447,4.449928431747384,0.3943275460588729,0.2516673978713977,0.155170212635389,0.0992228227213895,0.0708401644426334,1,4.5,under,pinnacle,140.0,0.4166666666666667,0.5374699126654594,0.1208,5.0,under,0.6055520226863529,0.0622,1,"{""pinnacle"": {""line"": 4.5, ""over"": -119, ""under"": -111}, ""fanduel"": null, ""novig"": null, ""prophetx"": null, ""draftkings"": {""line"": 4.5, ""over"": -160, ""under"": 120}, ""circa"": null}",0,31,15.0,0.2063197026022304,0.6201946237595144,0.3267233238904627,984.0,97.0,83.3,15.3,11.547056577408412,0.0,8.321917808219178,5.178082191780822,1.2945205479452055,1.5,5.093150684931507,0.2027027027027027,0.2249388753056234,0.1435294117647058,0.2911111111111111,0.6216216216216216,98.20659574468084,0.5529411764705883,0.2294117647058823,0.0447058823529411,0.1658823529411764,0.0,84.4,4.866666666666666
2026-06-25,824747,2026-06-25T23:10:00Z,Fenway Park,NYY,BOS,693645,Cam Schlittler,NYY,BOS,0,night,4.898150461807149,5.5146655924657155,0.537311528904349,0.3795568842417272,0.2507725533073208,0.1606575490159078,0.1054829427801908,1,6.5,under,novig,-125.0,0.5555555555555556,0.6653572175700913,0.1098,6.5,under,0.6623264035142131,0.1189,1,"{""pinnacle"": {""line"": 6.5, ""over"": 101, ""under"": -134}, ""fanduel"": {""line"": 8.0, ""over"": 194, ""under"": null}, ""novig"": {""line"": 6.5, ""over"": 108, ""under"": -125}, ""prophetx"": null, ""draftkings"": null, ""circa"": null}",6,96,16.0,0.2203703703703703,0.675139146567718,0.3361266294227188,981.0,97.6,84.1,7.0,6.657395614066075,0.0,8.804347826086957,2.2010869565217392,0.733695652173913,0.9782608695652174,2.985869565217391,0.2489626556016597,0.2172131147540983,0.1469648562300319,0.3298319327731092,0.6224066390041494,97.75174708818636,0.6400425985090522,0.0223642172523961,0.060702875399361,0.0,0.275825346112886,93.8,6.133333333333334
2026-06-25,823209,2026-06-25T19:45:00Z,Oracle Park,ATH,SF,605488,Jeffrey Springs,ATH,SF,0,day,4.011280918587568,4.383520897435341,0.3860302732547563,0.2449717011870563,0.1506674414306603,0.0966273160446095,0.0695310505697163,1,4.5,under,pinnacle,126.0,0.4424778761061947,0.54891120615542,0.1064,4.5,under,0.5665005648214059,0.0231,1,"{""pinnacle"": {""line"": 4.5, ""over"": -168, ""under"": 126}, ""fanduel"": null, ""novig"": null, ""prophetx"": null, ""draftkings"": null, ""circa"": null}",6,86,16.0,0.1872852233676976,0.7979600694444444,0.3053941908713693,965.0,100.8,64.5,20.4,16.075419373577127,0.0,7.479729729729729,2.554054054054054,2.7364864864864864,1.5202702702702702,6.363513513513514,0.1830357142857142,0.1891252955082742,0.1631944444444444,0.3397027600849256,0.5955555555555555,91.49657894736843,0.4398148148148148,0.3217592592592592,0.0,0.2280092592592592,0.0104166666666666,86.4,4.933333333333334
2026-06-25,823209,2026-06-25T19:45:00Z,Oracle Park,ATH,SF,694738,Landen Roupp,SF,ATH,1,day,6.224205690092524,5.983784705963702,0.7194506940649678,0.5806656207168656,0.4366944801780051,0.3086793384421353,0.209080266740835,1,5.5,over,pinnacle,124.0,0.44642857142857145,0.5465410703993757,0.1001,6.0,under,0.598448997182131,0.0551,1,"{""pinnacle"": {""line"": 5.5, ""over"": 124, ""under"": -166}, ""fanduel"": null, ""novig"": null, ""prophetx"": null, ""draftkings"": null, ""circa"": null}",6,98,15.0,0.2224080267558528,0.8641383015707469,0.2757731958762887,962.0,100.8,64.5,20.4,16.075419373577127,0.0,10.103225806451611,4.354838709677419,0.696774193548387,1.432258064516129,3.312903225806452,0.2600896860986547,0.2524509803921568,0.1869254341164453,0.2982456140350877,0.5625,93.21518987341771,0.4034729315628192,0.0,0.2737487231869254,0.1910112359550561,0.1317671092951992,97.9,5.166666666666667
2026-06-25,823366,2026-06-25T16:35:00Z,PNC Park,SEA,PIT,682243,Bryce Miller,SEA,PIT,0,day,4.375333742996193,4.874341710903396,0.4496734166919349,0.2983403295413576,0.1879848691010737,0.1190074448456087,0.0812825383643712,1,5.5,under,betrivers,-120.0,0.5454545454545454,0.6241980531272063,0.0787,5.5,under,0.566910065693908,0.0235,1,"{""pinnacle"": null, ""fanduel"": null, ""novig"": null, ""prophetx"": null, ""draftkings"": {""line"": 6.5, ""over"": -135, ""under"": -105}, ""circa"": null}",0,35,7.0,0.2417391304347826,0.758520739630185,0.2955145118733509,964.0,97.0,83.3,15.3,11.547056577408412,0.0,10.028571428571428,1.2857142857142858,1.0285714285714285,0.6571428571428571,2.7857142857142856,0.3170731707317073,0.2274368231046931,0.1210855949895615,0.3722943722943723,0.6260162601626016,96.46102362204724,0.5302713987473904,0.1837160751565762,0.0438413361169102,0.1983298538622129,0.0354906054279749,79.16666666666667,5.833333333333333
2026-06-25,822797,2026-06-25T23:07:00Z,Rogers Centre,TEX,TOR,669022,MacKenzie Gore,TEX,TOR,0,night,6.155942399547948,5.688103371543256,0.7117471847004186,0.571128773712249,0.4268556339857263,0.2999788999916685,0.2023481667028949,1,4.5,over,betrivers,-141.0,0.5850622406639004,0.6539281747822838,0.0689,5.0,over,0.5032098200086131,-0.0402,1,"{""pinnacle"": {""line"": 4.5, ""over"": -153, ""under"": 115}, ""fanduel"": null, ""novig"": null, ""prophetx"": null, ""draftkings"": null, ""circa"": null}",5,95,16.0,0.2116402116402116,0.7713184788071703,0.3281653746770026,984.0,96.9,63.0,11.0,-8.54860557602668,0.0,8.826923076923077,3.980769230769231,0.5192307692307693,1.3653846153846154,3.273076923076923,0.2236842105263158,0.2271714922048997,0.1490066225165563,0.3241525423728814,0.6096491228070176,95.30191082802548,0.5198675496688742,0.0927152317880794,0.2041942604856512,0.0938189845474613,0.0894039735099337,90.6,5.2
2026-06-25,824258,2026-06-25T22:40:00Z,Comerica Park,HOU,DET,837227,Tatsuya Imai,HOU,DET,0,night,4.694045344856251,5.035013840274757,0.503860604714939,0.3474739551755603,0.2251262844642289,0.1430826395847248,0.0949430659195152,1,5.5,under,novig,-113.0,0.5305164319248826,0.5988354067037567,0.0683,5.0,under,0.6143172141489979,0.0709,1,"{""pinnacle"": {""line"": 5.5, ""over"": -103, ""under"": -129}, ""fanduel"": null, ""novig"": {""line"": 5.5, ""over"": 104, ""under"": -113}, ""prophetx"": null, ""draftkings"": null, ""circa"": null}",6,89,10.0,0.244122965641953,0.7438826598970454,0.2752136752136752,980.0,98.9,80.1,13.8,10.25539859158804,0.0,9.514285714285714,6.171428571428572,1.2857142857142858,1.5142857142857142,5.242857142857143,0.2356687898089172,0.2837837837837837,0.1621233859397417,0.2564766839378238,0.5031847133757962,94.78795518207282,0.5121951219512195,0.4418938307030129,0.0086083213773314,0.0358680057388809,0.0,77.33333333333333,3.888888888888889
2026-06-25,823042,2026-06-25T23:45:00Z,Busch Stadium,AZ,STL,668678,Zac Gallen,AZ,STL,0,night,4.5917445556056,4.293526607722971,0.486695339672261,0.3315350651875588,0.2127923409189924,0.134901446964997,0.0901945609344331,1,3.5,over,pinnacle,-129.0,0.5633187772925764,0.6095129206356086,0.0462,3.5,over,0.6086126531970689,0.0652,1,"{""pinnacle"": {""line"": 3.5, ""over"": -129, ""under"": -103}, ""fanduel"": null, ""novig"": null, ""prophetx"": null, ""draftkings"": null, ""circa"": null}",5,81,16.0,0.1635434412265758,0.795999920144804,0.2653414001728608,957.0,89.3,86.2,7.4,1.6646378021446004,0.0,6.48,2.88,1.98,1.56,5.66,0.158590308370044,0.2060301507537688,0.1719298245614035,0.2995689655172414,0.6651982378854625,93.412,0.4093567251461988,0.2198830409356725,0.1988304093567251,0.1637426900584795,0.0,85.5,5.0
2026-06-25,824747,2026-06-25T23:10:00Z,Fenway Park,NYY,BOS,813349,Connelly Early,BOS,NYY,1,night,5.746794935937166,5.671597528281418,0.6616613451170535,0.5115586686974749,0.3677904519110332,0.2497609576000273,0.1649745450753131,1,5.5,over,betmgm,120.0,0.45454545454545453,0.5002176400471896,0.0457,5.5,under,0.5136171224194964,-0.0298,1,"{""pinnacle"": null, ""fanduel"": {""line"": 8.0, ""over"": 370, ""under"": null}, ""novig"": {""line"": 5.5, ""over"": -117, ""under"": 104}, ""prophetx"": null, ""draftkings"": null, ""circa"": null}",5,98,15.0,0.2340791738382099,0.7892033751910172,0.3128119800332778,1000.0,97.6,84.1,7.0,6.657395614066075,0.0,8.357142857142858,3.0535714285714284,2.0892857142857144,1.3392857142857142,5.492857142857143,0.2139917695473251,0.200902934537246,0.1679389312977099,0.3230452674897119,0.6049382716049383,93.2556586270872,0.5877862595419847,0.1145038167938931,0.109051254089422,0.1875681570338059,0.0,91.6,5.6
2026-06-25,824258,2026-06-25T22:40:00Z,Comerica Park,HOU,DET,675512,Troy Melton,DET,HOU,1,night,4.453679157939264,4.359739707335002,0.4631741035744767,0.3102599737500083,0.1967548949243997,0.1245384372264186,0.084334820662706,1,4.5,over,novig,138.0,0.42016806722689076,0.4469748195132002,0.0268,4.0,over,0.539408848680355,-0.004,1,"{""pinnacle"": null, ""fanduel"": {""line"": 4.5, ""over"": 122, ""under"": -150}, ""novig"": {""line"": 4.5, ""over"": 138, ""under"": -163}, ""prophetx"": null, ""draftkings"": {""line"": 4.5, ""over"": 115, ""under"": -147}, ""circa"": null}",5,84,5.0,0.2216312056737588,0.7061923583662715,0.2901824500434405,993.0,98.9,80.1,13.8,10.25539859158804,0.0,4.909090909090909,2.103896103896104,1.7532467532467533,1.0129870129870129,5.35974025974026,0.1372549019607843,0.1534090909090909,0.1514285714285714,0.3072289156626506,0.5,95.70181818181818,0.4714285714285714,0.26,0.0514285714285714,0.0857142857142857,0.1314285714285714,87.5,6.416666666666667
