game_date,game_pk,game_time,venue,away_team,home_team,pitcher,pitcher_name,team,opp_team,is_home,day_night,pred_k,adj_k,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,has_line,book_line,book_side,best_book,best_odds,book_implied,model_prob_book_line,edge_book,pp_line,pp_side,model_prob_pp_line,edge_pp,ud_line,ud_side,model_prob_ud_line,edge_ud,is_frozen,book_markets,rest_days,prev_pitches,n_prior_starts,opp_k_pct_15,opp_ops_15,opp_chase_pct_15,n_prior_team_games,park_k_factor,temp_f,wind_speed,wind_favor,is_dome,p_k_per9_10,p_bb_per9_10,p_hr_per9_10,p_whip_10,p_fip_10,p_k_pct_10,p_swstr_pct_10,p_called_strike_pct_10,p_chase_pct_10,p_fp_strike_pct_10,p_fastball_velo_10,p_fastball_pct_10,p_slider_pct_10,p_curveball_pct_10,p_changeup_pct_10,p_other_pct_10,p_avg_pitches_10,p_avg_ip_10
2026-07-07,823361,2026-07-07T22:40:00Z,PNC Park,ATL,PIT,694462,Hurston Waldrep,ATL,PIT,0,night,2.438048547360656,3.341876006364911,0.1406303831823378,0.084209227360644,0.061282974528729,0.0532979291839757,0.0508644381585525,1,4.5,under,novig,104.0,0.49019607843137253,0.7294326840779668,0.2392,4.5,under,0.7370390167845381,0.1937,4.5,under,0.7294326840779668,0.1945,1,"{""pinnacle"": {""line"": 4.5, ""over"": -121, ""under"": -110}, ""fanduel"": {""line"": 4.5, ""over"": -111, ""under"": -115}, ""draftkings"": {""line"": 4.5, ""over"": -108, ""under"": -118}, ""betrivers"": {""line"": 4.5, ""over"": 100, ""under"": -132}, ""novig"": {""line"": 4.5, ""over"": -108, ""under"": 104}, ""betmgm"": {""line"": 4.5, ""over"": -110, ""under"": -120}}",5,76,1.0,0.2600671140939597,0.828547191936329,0.3508064516129032,975.0,97.0,82.8,4.7,-3.3808970615916607,0.0,,,,,,,,,,,,,,,,,,
2026-07-07,823280,2026-07-08T01:40:00Z,Petco Park,AZ,SD,608566,Germán Márquez,SD,AZ,1,night,3.418453445628024,3.0068338523298617,0.2833276809771743,0.1686195656236136,0.1032655069283008,0.0713498201950483,0.0577120340346893,1,2.5,over,bet365,125.0,0.4444444444444444,0.5705053181019905,0.1261,,,,,2.5,over,0.5705053181019905,0.0356,0,"{""pinnacle"": null, ""fanduel"": null, ""draftkings"": null, ""betrivers"": null, ""novig"": {""line"": 2.5, ""over"": null, ""under"": -147}, ""betmgm"": null}",67,95,6.0,0.1651865008880994,0.6781592087404273,0.2847282139775668,999.0,102.0,,,,,6.202702702702703,2.554054054054054,2.189189189189189,1.3378378378378375,5.856756756756757,0.1619047619047619,0.2030456852791878,0.1551724137931034,0.2588832487309644,0.638095238095238,94.26632124352332,0.4753694581280788,0.0911330049261083,0.3990147783251231,0.0344827586206896,0.0,81.2,4.933333333333334
2026-07-07,823607,2026-07-07T23:10:00Z,Citi Field,KC,NYM,607625,Seth Lugo,KC,NYM,0,night,3.685445359224219,4.053384383432195,0.328975081707494,0.2010538701604886,0.1224794309201136,0.0811106019983871,0.0620527821776223,1,4.5,under,pinnacle,-104.0,0.5098039215686274,0.6065677655236339,0.0968,4.5,under,0.6056523852538392,0.0623,4.5,under,0.6065677655236339,0.0717,1,"{""pinnacle"": {""line"": 4.5, ""over"": -127, ""under"": -104}, ""fanduel"": {""line"": 4.5, ""over"": -102, ""under"": -125}, ""draftkings"": {""line"": 4.5, ""over"": 100, ""under"": -127}, ""betrivers"": {""line"": 4.5, ""over"": -109, ""under"": -122}, ""novig"": {""line"": 4.5, ""over"": 106, ""under"": -111}, ""betmgm"": {""line"": 4.5, ""over"": -120, ""under"": -110}}",6,85,17.0,0.2280701754385964,0.7060490125116328,0.2972749793559042,984.0,103.3,69.1,11.4,-10.901874217978603,0.0,6.4936708860759484,3.2468354430379742,1.5379746835443036,1.5189873417721518,5.017721518987342,0.1637931034482758,0.1471321695760598,0.1765375854214123,0.2395061728395061,0.6652360515021459,91.53627760252364,0.3610478359908883,0.2152619589977221,0.1731207289293849,0.0911161731207289,0.1583143507972665,87.7,5.266666666666668
2026-07-07,822881,2026-07-08T00:05:00Z,Globe Life Field,LAA,TEX,594798,Jacob deGrom,TEX,LAA,1,night,6.148902710049477,6.683878042563392,0.7109421654916237,0.5701382102774194,0.4258399066437017,0.2990861594624289,0.2016616020184469,1,7.5,under,draftkings,-115.0,0.5348837209302325,0.631132215409753,0.0962,7.5,under,0.6257932056507306,0.0824,7.5,under,0.631132215409753,0.0962,1,"{""pinnacle"": {""line"": 7.5, ""over"": -111, ""under"": -120}, ""fanduel"": {""line"": 7.5, ""over"": -106, ""under"": -120}, ""draftkings"": {""line"": 7.5, ""over"": -110, ""under"": -115}, ""betrivers"": {""line"": 7.5, ""over"": -113, ""under"": -118}, ""novig"": {""line"": 7.5, ""over"": 108, ""under"": -115}, ""betmgm"": {""line"": 7.5, ""over"": -110, ""under"": -120}}",7,96,17.0,0.2577696526508227,0.6665045703839123,0.3517495395948434,978.0,99.0,100.2,0.0,0.0,1.0,10.360465116279071,2.0406976744186047,1.7267441860465118,1.0639534883720931,3.9720930232558143,0.2844827586206896,0.3431578947368421,0.1312910284463894,0.3414141414141414,0.6336206896551724,97.12401055408972,0.4146608315098468,0.3927789934354486,0.062363238512035,0.12472647702407,0.0,90.9,5.7333333333333325
2026-07-07,824579,2026-07-07T23:40:00Z,Rate Field,BOS,CWS,801139,Payton Tolle,BOS,CWS,0,night,4.543676751230093,5.02373025665365,0.4785494037013267,0.3240934484697642,0.2071271263239832,0.1312046750938866,0.0880837905250631,1,5.5,under,pinnacle,-102.0,0.504950495049505,0.600617162378737,0.0957,5.5,under,0.6826843965988009,0.1393,5.5,under,0.600617162378737,0.0657,1,"{""pinnacle"": {""line"": 5.5, ""over"": -130, ""under"": -102}, ""fanduel"": {""line"": 5.5, ""over"": -120, ""under"": -106}, ""draftkings"": {""line"": 5.5, ""over"": -120, ""under"": -106}, ""betrivers"": null, ""novig"": {""line"": 5.5, ""over"": -113, ""under"": -104}, ""betmgm"": {""line"": 5.5, ""over"": -120, ""under"": -110}}",6,76,13.0,0.225130890052356,0.7404081907584534,0.2952295229522952,981.0,99.3,75.7,6.4,-5.650864594297133,0.0,8.010989010989011,2.225274725274725,0.7417582417582417,1.021978021978022,3.231868131868132,0.2222222222222222,0.1991869918699187,0.1400911161731207,0.3582089552238806,0.6502057613168725,95.59777777777778,0.7175398633257403,0.0,0.0740318906605922,0.0341685649202733,0.174259681093394,87.8,6.066666666666667
2026-07-07,823929,2026-07-08T02:10:00Z,UNIQLO Field at Dodger Stadium,COL,LAD,680736,Justin Wrobleski,LAD,COL,1,night,4.017586154974212,4.493026050915965,0.3871388945529284,0.2458617984882093,0.1512629809607799,0.0969688524500467,0.0697024350749078,1,5.5,under,bet365,-150.0,0.6,0.6837091779510943,0.0837,5.0,under,0.6800245177097468,0.1366,5.5,under,0.6837091779510943,0.1488,1,"{""pinnacle"": {""line"": 5.5, ""over"": 127, ""under"": -169}, ""fanduel"": {""line"": 4.5, ""over"": -162, ""under"": 126}, ""draftkings"": {""line"": 5.5, ""over"": 130, ""under"": -167}, ""betrivers"": {""line"": 5.5, ""over"": 114, ""under"": -152}, ""novig"": {""line"": 4.5, ""over"": -160, ""under"": 138}, ""betmgm"": null}",7,110,14.0,0.2185886402753872,0.8621640456928158,0.3436123348017621,981.0,103.6,88.5,11.2,6.895408523647372,0.0,6.352941176470588,1.8770053475935828,1.0106951871657754,1.0588235294117647,3.870053475935829,0.1746031746031746,0.1820224719101123,0.1808158765159867,0.3009950248756219,0.6205533596837944,94.16156787762908,0.5766262403528115,0.3098125689084895,0.0584343991179713,0.0529217199558985,0.0011025358324145,90.6,6.233333333333333
2026-07-07,823203,2026-07-08T01:45:00Z,Oracle Park,TOR,SF,693686,Spencer Miles,TOR,SF,0,night,2.587811741213155,2.876546975506754,0.158772644703246,0.0933312873205099,0.0651063018211814,0.0546718805539339,0.0512965908204154,1,3.5,under,betmgm,-140.0,0.5833333333333334,0.65737997015332,0.074,,,,,3.5,under,0.65737997015332,0.1225,0,"{""pinnacle"": null, ""fanduel"": null, ""draftkings"": null, ""betrivers"": null, ""novig"": null, ""betmgm"": {""line"": 3.5, ""over"": 105, ""under"": -140}}",37,70,2.0,0.226691042047532,0.7326092836948024,0.3092406221408966,976.0,100.8,,,,,6.0,0.0,0.0,0.6666666666666666,1.7666666666666668,0.1818181818181818,0.0833333333333333,0.1052631578947368,0.3571428571428571,0.5454545454545454,96.63214285714284,0.7368421052631579,0.1842105263157894,0.0789473684210526,0.0,0.0,38.0,3.0
2026-07-07,824495,2026-07-07T23:10:00Z,Great American Ball Park,PHI,CIN,554430,Zack Wheeler,PHI,CIN,0,night,6.377728618219428,6.760132734060409,0.7360990749620833,0.6016434131960653,0.4587231262082716,0.3285078684302445,0.2246981714227766,1,7.5,under,draftkings,-124.0,0.5535714285714286,0.6209644722532024,0.0674,7.0,under,0.7370492891599277,0.1937,7.5,under,0.6209644722532024,0.0861,1,"{""pinnacle"": {""line"": 7.5, ""over"": -102, ""under"": -130}, ""fanduel"": {""line"": 7.5, ""over"": 116, ""under"": -148}, ""draftkings"": {""line"": 7.5, ""over"": -102, ""under"": -124}, ""betrivers"": {""line"": 7.5, ""over"": 120, ""under"": -162}, ""novig"": {""line"": 7.5, ""over"": 120, ""under"": -133}, ""betmgm"": {""line"": 7.5, ""over"": 110, ""under"": -150}}",6,104,13.0,0.2654867256637168,0.6603960396039603,0.2979842243645925,971.0,103.9,87.7,7.0,-6.761480784023478,0.0,8.39378238341969,1.9585492227979275,1.1191709844559583,0.839378238341969,3.5974093264248705,0.2489626556016597,0.2291666666666666,0.1441812564366632,0.3432282003710575,0.6556016597510373,95.39546351084812,0.5221421215242018,0.1441812564366632,0.0751802265705458,0.1421215242018537,0.1163748712667353,97.1,6.433333333333333
2026-07-07,822956,2026-07-07T22:40:00Z,Tropicana Field,NYY,TB,693855,Ian Seymour,TB,NYY,1,night,4.821675748226427,5.144061753206922,0.524911717231245,0.3675046966297856,0.2410104276573466,0.1538798063724836,0.1013653559253431,1,5.5,under,novig,-106.0,0.5145631067961165,0.5816297722608889,0.0671,5.5,under,0.6647922643266682,0.1214,5.5,under,0.5816297722608889,0.0467,1,"{""pinnacle"": {""line"": 5.5, ""over"": -104, ""under"": -127}, ""fanduel"": {""line"": 5.5, ""over"": -113, ""under"": -113}, ""draftkings"": {""line"": 5.5, ""over"": -116, ""under"": -110}, ""betrivers"": {""line"": 5.5, ""over"": -120, ""under"": -112}, ""novig"": {""line"": 5.5, ""over"": -100, ""under"": -106}, ""betmgm"": {""line"": 5.5, ""over"": -115, ""under"": -115}}",5,83,4.0,0.2849056603773585,0.5432498772704959,0.3398510242085661,1011.0,106.0,,,,,9.0,0.8181818181818182,2.4545454545454546,1.0,5.190909090909091,0.25,0.25,0.2049689440993788,0.3571428571428571,0.6590909090909091,90.67627118644069,0.3664596273291925,0.2732919254658385,0.0248447204968944,0.3354037267080745,0.0,53.66666666666666,3.6666666666666665
2026-07-07,824579,2026-07-07T23:40:00Z,Rate Field,BOS,CWS,702273,Noah Schultz,CWS,BOS,1,night,4.080692247115676,4.357732400734681,0.3982310769261412,0.2548445476572634,0.1573251646025409,0.1004756516918396,0.0714774808684644,1,4.5,under,betmgm,105.0,0.4878048780487805,0.5533728064718602,0.0656,4.5,under,0.5458948233912575,0.0025,4.5,under,0.5533728064718602,0.0185,1,"{""pinnacle"": {""line"": 4.5, ""over"": -127, ""under"": -104}, ""fanduel"": {""line"": 4.5, ""over"": -130, ""under"": 102}, ""draftkings"": {""line"": 4.5, ""over"": -122, ""under"": -104}, ""betrivers"": {""line"": 4.5, ""over"": -136, ""under"": 102}, ""novig"": {""line"": 4.5, ""over"": -111, ""under"": 102}, ""betmgm"": {""line"": 4.5, ""over"": -140, ""under"": 105}}",6,87,9.0,0.2192028985507246,0.7119140552395822,0.3281677301731996,991.0,99.3,75.7,6.4,-5.650864594297133,0.0,7.681034482758621,5.120689655172414,0.9310344827586208,1.3448275862068966,4.755172413793104,0.1964285714285714,0.2007575757575757,0.1917177914110429,0.2389380530973451,0.5892857142857143,95.28498498498496,0.5107361963190185,0.2177914110429447,0.0,0.0874233128834355,0.1840490797546012,81.5,4.833333333333333
