game_date,game_pk,game_time,venue,away_team,home_team,pitcher,pitcher_name,team,opp_team,is_home,day_night,pred_k,adj_k,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,has_line,book_line,book_side,best_book,best_odds,book_implied,model_prob_book_line,edge_book,pp_line,pp_side,model_prob_pp_line,edge_pp,rest_days,prev_pitches,n_prior_starts,opp_k_pct_15,opp_ops_15,opp_chase_pct_15,n_prior_team_games,park_k_factor,temp_f,wind_speed,wind_favor,is_dome,p_k_per9_10,p_bb_per9_10,p_hr_per9_10,p_whip_10,p_fip_10,p_k_pct_10,p_swstr_pct_10,p_called_strike_pct_10,p_chase_pct_10,p_fp_strike_pct_10,p_fastball_velo_10,p_fastball_pct_10,p_slider_pct_10,p_curveball_pct_10,p_changeup_pct_10,p_other_pct_10,p_avg_pitches_10,p_avg_ip_10
2026-06-18,823448,2026-06-18T22:40:00Z,Citizens Bank Park,NYM,PHI,640455,Sean Manaea,NYM,PHI,0,night,2.1680404341095256,3.409506158983109,0.1121766091814889,0.0710777133573833,0.0562270353667305,0.0516274824584911,0.050380980373005,1,5.5,under,prophetx,-130,0.5652173913043478,0.8324046336260651,0.2672,,,,,5,84,1.0,0.2636363636363636,0.7338789113127199,0.3356164383561644,1002.0,104.8,89.9,21.4,18.148229257747516,0.0,,,,,,,,,,,,,,,,,,
2026-06-18,824748,2026-06-18T17:35:00Z,Fenway Park,TOR,BOS,702056,Trey Yesavage,TOR,BOS,0,day,4.278397567997857,5.703362330831847,0.4328450660397466,0.2837777260654867,0.1774828352631894,0.1125154349347399,0.0777708889891924,1,7.5,under,draftkings,-105,0.5121951219512195,0.7553408301693283,0.2431,,,,,0,34,10.0,0.2212230215827338,0.7237269008322753,0.3395176252319109,974.0,97.6,82.4,21.0,8.541469504591804,0.0,8.874125874125875,4.720279720279721,0.5664335664335665,1.2587412587412588,3.5825174825174826,0.2373737373737373,0.2748691099476439,0.133248730964467,0.2957110609480812,0.5757575757575758,94.3291891891892,0.4695431472081218,0.2144670050761421,0.0,0.315989847715736,0.0,87.55555555555556,5.296296296296296
2026-06-18,822889,2026-06-18T18:35:00Z,Globe Life Field,MIN,TEX,657746,Joe Ryan,MIN,TEX,0,day,5.324602154885751,5.91389126091895,0.603056292874954,0.4467229022591119,0.3079873841668274,0.2024571786534889,0.1322188836932566,1,6.5,under,novig,104,0.49019607843137253,0.6081178727919961,0.1179,,,,,6,102,15.0,0.2063492063492063,0.7331022470194724,0.2879227053140096,974.0,99.0,95.1,0.0,0.0,1.0,10.145454545454545,1.6363636363636365,0.9818181818181818,1.0,2.9727272727272727,0.2780269058295964,0.2137931034482758,0.1911262798634812,0.3118811881188119,0.6711111111111111,93.35583333333332,0.5460750853242321,0.217292377701934,0.1331058020477815,0.1012514220705347,0.0,87.7,5.5
2026-06-18,824098,2026-06-18T23:40:00Z,Kauffman Stadium,STL,KC,702070,Noah Cameron,KC,STL,1,night,5.310083476314388,4.928092445720393,0.6009210658754262,0.4444521573284357,0.305974996356383,0.2009285271671503,0.1312028371312861,1,4.5,over,prophetx,125,0.4444444444444444,0.5421199022027481,0.0977,,,,,5,86,13.0,0.2010309278350515,0.7963409246093907,0.2876480541455161,951.0,88.9,79.3,7.5,-6.290029259590679,0.0,8.672727272727272,2.4545454545454546,0.9818181818181818,1.2,3.409090909090909,0.2294372294372294,0.2183098591549295,0.1602272727272727,0.2986425339366516,0.6060606060606061,92.44336917562724,0.3170454545454545,0.1113636363636363,0.1715909090909091,0.2159090909090909,0.184090909090909,88.0,5.5
2026-06-18,824911,2026-06-18T23:15:00Z,Truist Park,SF,ATL,694738,Landen Roupp,SF,ATL,0,night,6.028902544200392,5.673893781164059,0.6969141909682717,0.5530563709685562,0.4085055748019878,0.284008051548443,0.1901851222121999,1,5.5,over,novig,141,0.4149377593360996,0.5005655007647023,0.0856,,,,,6,105,14.0,0.2025316455696202,0.6882505175983438,0.3196652719665272,984.0,107.1,85.7,16.5,16.4598068292871,0.0,10.0188679245283,4.245283018867925,0.6792452830188679,1.339622641509434,3.3830188679245285,0.2633928571428571,0.248730964467005,0.1893860561914672,0.2900355871886121,0.5688888888888889,93.19870801033592,0.4027055150884495,0.0,0.2892819979188345,0.186264308012487,0.1217481789802289,96.1,5.3
2026-06-18,824989,2026-06-19T01:40:00Z,Sutter Health Park,LAA,ATH,695611,Gage Jump,ATH,LAA,1,night,4.829946748032445,5.134220738971248,0.5262608268280862,0.3688068060200427,0.2420577167256358,0.1546018093465508,0.101800887416321,1,5.5,under,betopenly,-104,0.5098039215686274,0.5831809189809497,0.0734,,,,,6,75,4.0,0.2311643835616438,0.7617039306433739,0.3447344734473447,962.0,97.5,83.7,14.9,12.771792780461476,0.0,6.381818181818182,2.4545454545454546,0.0,1.090909090909091,2.827272727272727,0.1780821917808219,0.1985815602836879,0.1524163568773234,0.3384615384615385,0.6891891891891891,96.4157894736842,0.4944237918215613,0.3234200743494423,0.0855018587360594,0.0966542750929368,0.0,89.66666666666667,6.111111111111111
2026-06-18,822889,2026-06-18T18:35:00Z,Globe Life Field,MIN,TEX,683004,Jack Leiter,TEX,MIN,1,day,6.142984759674388,5.85630040091866,0.7102638879038469,0.5693044792374385,0.4249858960423621,0.2983363450273399,0.2010855623142295,1,5.5,over,novig,120,0.45454545454545453,0.5278744602805577,0.0733,,,,,6,103,14.0,0.2058823529411764,0.7661273517504168,0.2951146560319043,966.0,99.0,95.1,0.0,0.0,1.0,8.78698224852071,3.994082840236686,1.2781065088757395,1.3668639053254437,4.537869822485208,0.2226720647773279,0.2098214285714285,0.1666666666666666,0.2928870292887029,0.5506072874493927,96.45272331154683,0.4841772151898734,0.170886075949367,0.0738396624472573,0.1550632911392405,0.1160337552742616,94.8,5.633333333333334
2026-06-18,824098,2026-06-18T23:40:00Z,Kauffman Stadium,STL,KC,669461,Matthew Liberatore,STL,KC,0,night,4.507209854672188,4.356249041703254,0.4723379227844308,0.3184715235106357,0.2028868316590066,0.1284633370643048,0.0865330485322571,1,4.5,over,novig,153,0.3952569169960474,0.4463702681218156,0.0511,,,,,5,70,14.0,0.207070707070707,0.738713786647623,0.3080766028309742,965.0,88.9,79.3,7.5,-6.290029259590679,0.0,9.119205298013243,3.7549668874172175,1.2516556291390728,1.509933774834437,4.133112582781457,0.2339449541284403,0.2266009852216748,0.162037037037037,0.2795454545454545,0.6153846153846154,94.4854794520548,0.4224537037037037,0.2164351851851851,0.1724537037037037,0.1435185185185185,0.0451388888888888,86.4,5.033333333333333
2026-06-18,823533,2026-06-18T23:05:00Z,Yankee Stadium,CWS,NYY,680732,Sean Burke,CWS,NYY,0,night,4.783204249286791,5.020977477218303,0.5186117095758324,0.3614536408445786,0.2361671171504058,0.1505569696486432,0.0993706169845808,1,5.5,under,novig,-125,0.5555555555555556,0.6010518613641751,0.0455,,,,,5,92,11.0,0.2184300341296928,0.772918945273894,0.2870065789473684,993.0,105.5,89.7,23.9,23.76907329930173,0.0,8.48076923076923,3.1153846153846154,0.8653846153846154,1.2884615384615383,3.792307692307692,0.21875,0.1764705882352941,0.1889502762430939,0.3032967032967033,0.6339285714285714,94.30796645702308,0.5270718232044199,0.1790055248618784,0.2143646408839779,0.0320441988950276,0.0475138121546961,90.5,5.2
2026-06-18,823772,2026-06-18T18:10:00Z,American Family Field,CLE,MIL,800048,Parker Messick,CLE,MIL,0,day,3.878500130965892,4.15205472180732,0.3626967563524065,0.2265619710766803,0.1385621739898611,0.0898039990575465,0.0661654255749666,1,4.5,under,betmgm,-125,0.5555555555555556,0.5892426957935251,0.0337,,,,,0,9,15.0,0.1887096774193548,0.8804099885947536,0.2519685039370078,977.0,109.2,71.5,12.2,-6.64459622718333,0.0,9.327272727272728,2.9454545454545453,1.1454545454545455,1.2363636363636363,3.718181818181818,0.2511013215859031,0.2517162471395881,0.1392543859649122,0.301010101010101,0.5657894736842105,93.18456521739132,0.5043859649122807,0.0581140350877193,0.1074561403508772,0.2532894736842105,0.0712719298245614,90.7,5.5
